page.checkout.client.existing,"Існуючий клієнт",uk_UA
page.checkout.client.new,"Новий клієнт",uk_UA
customer.password,Пароль,uk_UA
password.confirm,"Підтвердити пароль",uk_UA
page.checkout.address.heading,"1. Дані адреси",uk_UA
page.checkout.address.name,Назва,uk_UA
page.checkout.address.billing-address,"Адреса платника",uk_UA
page.checkout.address.billing-isnt-shipping-address,"Інша адреса доставки",uk_UA
page.checkout.address.shipping-address,"Адреса доставки",uk_UA
page.checkout.address.address-example,"Приклад:</br>Менський замок 1</br>10292 Готем-Сіті</br>с. Г. Альфред Пенніворт",uk_UA
page.checkout.address.next-step,"Продовжити до методу доставки",uk_UA
page.checkout.address.edit,"Редагувати дані адреси",uk_UA
page.checkout.address.use_selected_address,"Використовувати обрану адресу",uk_UA
page.checkout.address.different_delivery_address,"Використовуйте іншу адресу доставки",uk_UA
page.checkout.address.different_billing_address,"Використовувати іншу адресу для виставлення рахунку",uk_UA
page.checkout.address.option_group.customer,"Адреси клієнтів",uk_UA
page.checkout.address.option_group.company_business_unit,"Адреси бізнесу",uk_UA
page.checkout.address.delivery.address_select,"Виберіть адресу доставки",uk_UA
page.checkout.address.billing.address_select,"Виберіть адресу для виставлення рахунку",uk_UA
page.checkout.address.manage_your_addresses,"Керуйте своїми адресами",uk_UA
page.checkout.address.address_select.label,"Виберіть адресу доставки",uk_UA
page.checkout.address.address_select.placeholder,"Виберіть адресу",uk_UA
page.checkout.address.multi_shipment.title,"Призначте кожен товар окремій адресі доставки",uk_UA
page.checkout.shipment.heading,"2. Спосіб доставки",uk_UA
shipment.standart.name,Стандартний,uk_UA
shipment.express.name,Експрес,uk_UA
shipment.standart.description,"2-4 робочих днів",uk_UA
page.checkout.shipping.delivery_time,"Час доставки:",uk_UA
page.checkout.shipping.day,день,uk_UA
page.checkout.shipping.days,дні,uk_UA
page.checkout.shipping.price,Ціна:,uk_UA
shipment.express.description,"24-48 години (робочі дні)",uk_UA
page.checkout.shipment.edit,"Редагувати спосіб доставки",uk_UA
page.checkout.shipment.next-step,"Продовжити до способу оплати",uk_UA
page.checkout.shipment.item.quantity,Кількість,uk_UA
page.checkout.shipment.item.price,Ціна,uk_UA
page.checkout.shipment.shipping_address.title,"Адреса доставки",uk_UA
page.checkout.shipment.requested_delivery_date.label,"Бажана дата доставки",uk_UA
page.checkout.shipment.requested_delivery_date.placeholder,"Залиште його порожнім, якщо хочете, щоб це було якнайшвидше",uk_UA
page.checkout.shipment.requested_delivery_date.title,"Коли ви хочете отримати доставку?",uk_UA
page.checkout.shipment.shipment_group_heading,"Відправлення %current% з %total%",uk_UA
page.checkout.shipment.shipping_method_heading,"Спосіб доставки",uk_UA
page.checkout.payment.heading,"3. Спосіб оплати",uk_UA
page.checkout.payment.edit,"Редагувати спосіб оплати",uk_UA
page.checkout.payment.next-step,"Продовжити оформлення замовлення",uk_UA
page.checkout.summary.products,Продукти,uk_UA
page.checkout.summary.billing,"Адреса для виставлення рахунку",uk_UA
page.checkout.summary.shipping,"Адреса доставки",uk_UA
page.checkout.summary.date_of_birth,"Дата народження",uk_UA
page.checkout.summary.card_type,"Тип картки",uk_UA
page.checkout.summary.card_number,"Номер картки",uk_UA
page.checkout.summary.name_on_card,"Ім'я на картці",uk_UA
page.checkout.summary.card_expires,"Дата закінчення строку дії",uk_UA
page.checkout.summary.complete_checkout,"Завершити оформлення замовлення",uk_UA
page.checkout.summary.accept_terms_and_conditions,"Я приймаю умови та умови",uk_UA
page.checkout.finalize.heading,"4. Перевірте та завершіть замовлення",uk_UA
shipment.international.parcel.service,"Міжнародні поштові послуги",uk_UA
page.checkout.terms,"Я приймаю загальні умови та положення.",uk_UA
page.checkout.finalize.enter-voucher,"Введіть код купона",uk_UA
page.checkout.finalize.tos,"За допомогою кліку на кнопку ""Купити зараз"" я підтверджую Загальні умови та положення.",uk_UA
page.checkout.finalize.buy-now,"Купити зараз",uk_UA
page.detail.add-to-cart,"Додати до кошика",uk_UA
page.detail.dimensions,Виміри,uk_UA
page.product.by,від,uk_UA
page.product.details,Деталі,uk_UA
page.product.similar-products,"Вам також може сподобатися",uk_UA
page.imprint.url,/uk/imprint,uk_UA
page.imprint.title,"Інформація про видавництво",uk_UA
page.terms.url,/uk/gtc,uk_UA
page.terms.title,"Загальні умови та умови",uk_UA
page.privacy.url,/uk/політика-конфіденційності,uk_UA
page.privacy.title,"Конфіденційність даних",uk_UA
catalog.currency,"€",uk_UA
catalog.filter.filter,"Фільтри / Сортування",uk_UA
catalog.filter.button,Застосувати,uk_UA
catalog.filter.active,"Активний фільтр",uk_UA
catalog.filter.main_color,Колір,uk_UA
catalog.filter.extras,"Інші характеристики",uk_UA
catalog.filter.pricerangeFrom,з,uk_UA
catalog.filter.pricerangeTo,до,uk_UA
catalog.filter.rangeFrom,Асортимент,uk_UA
catalog.filter.rangeTo,до,uk_UA
catalog.filter.show,"вставити фільтр",uk_UA
catalog.filter.hide,"сховати фільтр",uk_UA
catalog.filter.rating_up,"& Вгору",uk_UA
catalog.filter.active_rating_up,"Зірки та вище",uk_UA
catalog.filter.per,"На сторінці",uk_UA
catalog.itemsFound,Результати,uk_UA
catalog.loading,Завантаження,uk_UA
catalog.next,продовжити,uk_UA
catalog.prev,назад,uk_UA
catalog.sort,Сортування,uk_UA
catalog.sort.relevance,"Сортувати за релевантністю",uk_UA
catalog.sort.name_asc,"Сортувати за зростанням імені",uk_UA
catalog.sort.name_desc,"Сортувати за назвою у зворотньому порядку",uk_UA
catalog.sort.price_asc,"Сортувати за зростанням ціни",uk_UA
catalog.sort.price_desc,"Сортувати за ціною у спадаючому порядку",uk_UA
catalog.sort.rating,"Сортувати за рейтингом товарів",uk_UA
catalog.filter.activeFilters,"Активні фільтри",uk_UA
catalog.filter.resetAllFilters,"Скинути всі фільтри",uk_UA
catalog.no-results,"Немає результатів.",uk_UA
product.filter.category,Категорії,uk_UA
product.filter.price,Ціна,uk_UA
product.filter.rating,Рейтинги,uk_UA
product.filter.merchant_name,Торговець,uk_UA
shipment.dhl,DHL,uk_UA
shipment.dhl.paket.name,Пакет,uk_UA
shipment.dhl.paket.description,"DHL Пакет - це простий, доступний, швидкий та надійний сервіс доставки в більше ніж 220 країн світу.",uk_UA
shipment.dhl.express.name,Експрес,uk_UA
shipment.dhl.express.description,"Наша команда з 100 000 працівників працює по всьому світу. Місцеві знання та наш унікальна мережа роблять нас вашими міжнародними спеціалістами.",uk_UA
shipment.dpd,DPD,uk_UA
shipment.hermes,Гермес,uk_UA
customer.first_name,Ім'я,uk_UA
customer.last_name,Прізвище,uk_UA
customer.salutation.mr,Пане,uk_UA
customer.salutation.mrs,Пані.,uk_UA
customer.salutation.ms,Пані.,uk_UA
customer.salutation.dr,Доктор,uk_UA
customer.birth_date,"Дата народження (ДД.ММ.РРРР)",uk_UA
customer.email,"Електронна пошта",uk_UA
customer.phone,"Номер телефону",uk_UA
customer.reset.password.error.already.loggedIn,"Інший клієнт вже увійшов у систему. Будь ласка, вийдіть, щоб скинути ваш пароль.",uk_UA
payment.prepay,Передоплата,uk_UA
payment.paypal,PayPal,uk_UA
payment.creditcard,"Кредитна картка",uk_UA
payment.invoice,Рахунок,uk_UA
payment_foreign.thank_you,Дякуємо,uk_UA
payment_foreign.go_to_my_account,"Перейти до ""Мій обліковий запис""",uk_UA
payment_foreign.success.order.placement.message,"Ваше замовлення було успішно оплачене. Ви отримаєте електронного листа з підтвердженням замовлення через кілька хвилин. Ви можете перевірити та відстежувати своє замовлення у своєму обліковому записі.",uk_UA
dummyMarketplacePaymentInvoice,"Рахунок (Майданчик купівлі-продажу)",uk_UA
checkout.payment.provider.DummyMarketplacePayment,"Фіктивна оплата на ринку",uk_UA
address.street,Вулиця,uk_UA
address.street_nr,Номер,uk_UA
address.city,Місто,uk_UA
address.zip_code,"Поштовий індекс",uk_UA
page.checkout.create_account,"Створити обліковий запис клієнта",uk_UA
whishlist.whishlist,"Список бажань",uk_UA
whishlist.remove,Видалити,uk_UA
whishlist.reduce,Зменшити,uk_UA
whishlist.increase,Збільшити,uk_UA
whishlist.move.to.cart,"Перейти до кошика",uk_UA
checkout.thank.you,Дякуємо,uk_UA
checkout.this.is.demoshop,"Це демо-магазин",uk_UA
checkout.nothing.will.be.sent,"Отже, звісно, нічого не буде відправлено!",uk_UA
global.order.ascendent,А-Я,uk_UA
global.order.descendent,З-Я,uk_UA
global.close,Закрити,uk_UA
global.search,Пошук,uk_UA
global.search.results,"Результати пошуку",uk_UA
global.search.spellingSuggestion,"Чи ви мали на увазі",uk_UA
global.search.suggestions,"Пошукові пропозиції",uk_UA
global.search.suggestion.in_products,Продукти,uk_UA
global.search.suggestion.in_categories,Категорії,uk_UA
global.search.suggestion.in_cms,Сторінки,uk_UA
global.search.suggestion.no_result,"Нічого не знайдено…",uk_UA
global.search.suggestion.see_all_products,"Переглянути всі товари",uk_UA
global.spryker.shop,"Магазин Spryker",uk_UA
global.spryker.motto,"технології з якістю",uk_UA
global.payment_providers,"Платіжні провайдери",uk_UA
global.shipment_providers,"Постачальники доставки",uk_UA
global.get_in_touch,"Зв'яжіться з нами",uk_UA
global.newsletter,"Розсилка новин",uk_UA
global.categories,Категорії,uk_UA
global.company,Компанія,uk_UA
global.social,"Соціальні мережі",uk_UA
global.home,Головна,uk_UA
global.email.address,"Адреса електронної пошти",uk_UA
global.password,Пароль,uk_UA
global.password.invalid_password,"Ваш пароль повинен містити принаймні одну велику літеру, одну малу літеру, одну цифру та один спеціальний символ з наступного списку: !@#$%^&*()_-+=[]{}|;:<>.,/?\~. Не допускаються символи не латинського алфавіту та інші спеціальні символи.",uk_UA
global.permission.failed,"Ця дія заборонена",uk_UA
global.recover.password,"Відновлення паролю",uk_UA
global.accept.terms.and.conditions,"Прийняти Умови та Умови",uk_UA
global.login,Увійти,uk_UA
global.create.account,"Створити обліковий запис",uk_UA
global.cart,Кошик,uk_UA
global.no_image_available,"Немає доступного зображення",uk_UA
global.add-to-cart,"Додати до кошика",uk_UA
global.benefit.free_returns,"Безкоштовне повернення",uk_UA
global.benefit.warranty,"3 роки гарантії",uk_UA
global.benefit.competitive_prices,"Конкурентоспроможні ціни",uk_UA
global.quantity_symbol,x,uk_UA
global.partners,Партнери,uk_UA
global.show,"Показати все",uk_UA
global.hide,Приховати,uk_UA
error.404,"Помилка 404",uk_UA
error_page.title,"Сторінку не знайдено.",uk_UA
error_page.home_link,"Перейти на головну сторінку",uk_UA
error_page.text,"Ми не можемо знайти сторінку, яку ви шукаєте.",uk_UA
homepage.carousel.previous,Попередній,uk_UA
homepage.carousel.next,Далі,uk_UA
customer.signup,"Новий клієнт?",uk_UA
customer.signin,Увійти,uk_UA
customer.logout,Вийти,uk_UA
customer.register,Реєстрація,uk_UA
customer.login,Увійти,uk_UA
customer.login.email,"Електронна пошта",uk_UA
customer.login.password,Пароль,uk_UA
customer.login.title,"Открийте свій обліковий запис",uk_UA
customer.registration.title,"Створити обліковий запис",uk_UA
customer.account.no_order,"На даний момент немає замовлень",uk_UA
customer.account,"Обліковий запис клієнта",uk_UA
customer.account.contact,Контакти,uk_UA
customer.account.overview,Огляд,uk_UA
customer.account.profile_data,Профіль,uk_UA
customer.account.address,Адреси,uk_UA
customer.account.order_history,"Історія замовлень",uk_UA
customer.account.newsletter,"Розсилка новин",uk_UA
customer.account.last_orders,"Останні замовлення",uk_UA
customer.account.default_billing_address,"Адреса платника за замовчуванням",uk_UA
customer.account.please_specify_billing_address,"Будь ласка, вкажіть адресу для виставлення рахунку",uk_UA
customer.account.default_shipping_address,"Адреса доставки за замовчуванням",uk_UA
customer.account.please_specify_shipping_address,"Будь ласка, вкажіть адресу доставки",uk_UA
customer.account.edit_address_information,"Редагувати інформацію про адресу",uk_UA
customer.account.additional_addresses,"Додаткові адреси",uk_UA
customer.account.button.add_new_address,"Додати нову адресу",uk_UA
customer.account.add_new_address,"Визначити нову адресу",uk_UA
customer.account.deliver_to_multiple_addresses,"Доставка на кілька адрес",uk_UA
customer.account.delete.error,"Обліковий запис не може бути видалений",uk_UA
customer.newsletter.not_subscribed,"Відсутня підписка на розсилку новин",uk_UA
customer.profile.order_history,"Останні замовлення",uk_UA
customer.account.no_orders,"На даний момент немає замовлень",uk_UA
customer.address.updated,"Адресу успішно оновлено",uk_UA
customer.address.delete.success,"Адресу успішно видалено",uk_UA
customer.address.added,"Адресу було успішно додано",uk_UA
customer.address.first_name,Ім'я,uk_UA
customer.address.last_name,Прізвище,uk_UA
customer.address.company,Компанія,uk_UA
customer.address.address1,Вулиця,uk_UA
customer.address.address2,"Номер будинку",uk_UA
customer.address.address3,"Додаткове поле адреси",uk_UA
customer.address.zip_code,"Поштовий індекс",uk_UA
customer.address.city,Місто,uk_UA
customer.address.country,Країна,uk_UA
customer.address.phone,Телефон,uk_UA
customer.address.is_default_billing,"Це типова адреса для виставлення рахунків",uk_UA
customer.address.is_default_shipping,"Це адреса доставки за замовчуванням",uk_UA
customer.anonymization.success,"Ваш обліковий запис було успішно видалено",uk_UA
customer.anonymization.failed,"Ваш обліковий запис не може бути видалений",uk_UA
customer.authorization.success,"Майже готово! Ми відправили вам електронного листа для підтвердження вашої адреси електронної пошти. Будь ласка, підтвердіть його, щоб мати змогу увійти.",uk_UA
customer.authorization.account_confirmed,"Ваша електронна адреса підтверджена. Будь ласка, увійдіть, щоб продовжити.",uk_UA
customer.profile.change.success,"Профіль успішно збережено",uk_UA
customer.password.invalid_password,"Поточний пароль невірний",uk_UA
customer.password.invalid,"Неправильний пароль",uk_UA
customer.password.restore,"Встановити новий пароль",uk_UA
customer.password.changed,"Ваш пароль було успішно змінено",uk_UA
customer.token.invalid,"Токен недійсний",uk_UA
customer.forgotten-password.description,"Введіть електронну адресу, пов'язану з вашим обліковим записом.",uk_UA
customer.forgotten_password.email,"Адреса електронної пошти",uk_UA
customer.forgotten-password.title,"Відновити мій пароль",uk_UA
customer.order.order_id,"Ідентифікатор замовлення",uk_UA
customer.order.view_all,"Переглянути все",uk_UA
customer.order.all_orders,"Переглянути замовлення",uk_UA
customer.order.total,Загалом,uk_UA
customer.order.view_order,"Переглянути замовлення",uk_UA
customer.order.reorder,"Повторне замовлення",uk_UA
customer.order.reorder_all,"Повторне замовлення",uk_UA
customer.order.reorder_selected,"Повторне замовлення обраних товарів",uk_UA
customer.order.reorder.error.unable_to_reorder_items,"Ви не можете замовити ці продукти безпосередньо, будь ласка, додайте їх окремо до кошика.",uk_UA
customer.order.date,"Дата замовлення",uk_UA
customer.order.item_sku,Артикул,uk_UA
customer.order.product_name,"Назва товару",uk_UA
customer.order.item_price,Ціна,uk_UA
customer.order.item_quantity,Кількість,uk_UA
customer.order.item_sum,"Загальна сума товарів",uk_UA
customer.order.subTotal,"Сума замовлення",uk_UA
customer.order.taxTotal,Податок,uk_UA
customer.order.expenseTotal,"Вартість доставки (загальна)",uk_UA
customer.order.shipment,Доставка,uk_UA
customer.order.discount.total,Знижка,uk_UA
customer.order.grandTotal,"Загальна сума",uk_UA
customer.order.shipping_address,"Адреса доставки",uk_UA
customer.order.billing_address,"Адреса платника",uk_UA
customer.order.shipment_method,Доставка,uk_UA
customer.order.payment_method,"Спосіб оплати",uk_UA
customer.order.products,Продукти,uk_UA
customer.order.delivery_method,"Спосіб доставки",uk_UA
customer.order.requested_delivery_date,"Бажана дата доставки",uk_UA
customer.order.payment,Оплата,uk_UA
customer.order.complete_checkout,"Завершити оформлення замовлення",uk_UA
customer.order.items_state,"Стан товарів",uk_UA
customer.order.canceledTotal,"Скасована сума",uk_UA
customer.order.remunerationTotal,"Загальна винагорода",uk_UA
customer.order.refundTotal,"Повернення загальної суми",uk_UA
customer.order.delivery_address,"Адреса доставки",uk_UA
customer.newsletter.subscription,"Налаштування розсилки новин",uk_UA
customer.newsletter.subscription_agreement,"Підписуюся на розсилку новин",uk_UA
customer.profile,"Мій обліковий запис",uk_UA
customer.profile.title,"Мій обліковий запис",uk_UA
customer.profile.link,"Мій профіль",uk_UA
customer.profile.update,"Оновити профіль",uk_UA
customer.profile.delete,"Видалити обліковий запис",uk_UA
customer.profile.delete.description,"Це видалить усю інформацію облікового запису.",uk_UA
customer.profile.delete.confirmation_question,"Ви впевнені, що хочете видалити свій обліковий запис?",uk_UA
customer.profile.first_name,Ім'я,uk_UA
customer.profile.last_name,Прізвище,uk_UA
customer.profile.email,"Електронна пошта",uk_UA
customer.profile.phone,Телефон,uk_UA
customer.profile.old_password,"Старий пароль",uk_UA
customer.profile.request.new_password,"Новий пароль",uk_UA
customer.profile.confirm.new_password,"Підтвердіть новий пароль",uk_UA
customer.profile.address.edit,Редагувати,uk_UA
customer.profile.address.delete,Видалити,uk_UA
customer.profile.order_details,"Деталі замовлення",uk_UA
customer.profile.order_details.giftcard.label,"Подарункова картка",uk_UA
customer.password.update,"Змінити пароль",uk_UA
customer.password.old_password,"Старий пароль",uk_UA
customer.password.request.new_password,"Новий пароль",uk_UA
customer.password.confirm.new_password,"Підтвердити пароль",uk_UA
customer.table.actions,Дії,uk_UA
profile.form.salutation,Привітання,uk_UA
customer.salutation.n/a,n/a,uk_UA
customer.customer_id,ID,uk_UA
forms.submit-btn,Надіслати,uk_UA
forms.save-btn,Зберегти,uk_UA
forms.submit.login,Увійти,uk_UA
forms.submit.register,Реєстрація,uk_UA
forms.forgot-password,"Забули пароль",uk_UA
forms.first-name,Ім'я,uk_UA
forms.last-name,Прізвище,uk_UA
forms.email,"Електронна пошта",uk_UA
forms.password,Пароль,uk_UA
forms.confirm-password,"Підтвердити пароль",uk_UA
forms.accept_terms,"Прийняти умови",uk_UA
address.salutation,Привітання,uk_UA
email.orderEmail.salutationMale,Пане,uk_UA
email.orderEmail.salutationFemale,Пані,uk_UA
customer.login.failed,"Помилка входу",uk_UA
customer.email.already.used,"Якщо ця адреса електронної пошти вже використовується, ви отримаєте посилання для скидання пароля. В іншому випадку спочатку вам потрібно підтвердити свою адресу електронної пошти, щоб завершити реєстрацію. Будь ласка, перевірте свою електронну пошту.",uk_UA
general.back.button,Назад,uk_UA
general.cancel.button,Скасувати,uk_UA
general.edit.button,Редагувати,uk_UA
newsletter.subscription.success,"Ви успішно підписалися на розсилку новин.",uk_UA
newsletter.unsubscription.success,"Ви успішно відписалися від розсилки новинного листа",uk_UA
newsletter.subscription.already_subscribed,"Ви вже підписані на розсилку новин.",uk_UA
newsletter.subscription.email_format_invalid,"Невірний формат електронної адреси",uk_UA
customer.authentication.failed,"Будь ласка, перевірте, чи правильно введена ваша адреса електронної пошти та пароль, і чи підтвердили ви свою адресу електронної пошти, натиснувши посилання у повідомленні про реєстрацію.",uk_UA
customer.email.invalid,"Адреса електронної пошти недійсна",uk_UA
customer.email.format.invalid,"Невірний формат електронної адреси",uk_UA
customer.password.recovery.mail.sent,"Якщо існує обліковий запис, пов'язаний з цією адресою електронної пошти, ви отримаєте електронного листа з подальшими інструкціями.",uk_UA
customer.address.number,"Номер будинку",uk_UA
customer.address.save_new_address,"Зберегти нову адресу в адресну книгу",uk_UA
countries.iso.AT,Австрія,uk_UA
countries.iso.DE,Німеччина,uk_UA
countries.iso.NO,Норвегія,uk_UA
countries.iso.CH,Швейцарія,uk_UA
countries.iso.ES,Іспанія,uk_UA
countries.iso.GB,"Об'єднане Королівство",uk_UA
customer.billingSameAsShipping,"Адреса платника така ж, як адреса доставки",uk_UA
checkout.customer.proceed_as_user,"Продовжити як зареєстрований користувач (зареєструватися)",uk_UA
checkout.customer.proceed_as_guest,"Продовжити як гість",uk_UA
checkout.customer.order_as_guest,"Замовлення як гість",uk_UA
checkout.customer.auth_as_user,Реєстрація,uk_UA
checkout.customer.auth_as_guest,"Придбати як гість",uk_UA
checkout.customer.auth_as_login,Увійти,uk_UA
checkout.step.customer.title,Увійти,uk_UA
checkout.step.address.title,Адреса,uk_UA
checkout.step.shipment.title,Доставка,uk_UA
checkout.step.shipment.provider.a,DHL,uk_UA
checkout.step.shipment.provider.b,Гермес,uk_UA
checkout.step.payment.title,Оплата,uk_UA
checkout.step.summary.title,Огляд,uk_UA
checkout.step.shipment,"Перейти до доставки",uk_UA
checkout.step.address.select_address,"Виберіть адресу",uk_UA
checkout.step.payment,"Перейти до оплати",uk_UA
checkout.step.summary,"Перейти до підсумку",uk_UA
checkout.step.summary.with_method,"З\n",uk_UA
checkout.step.summary.items,Товари,uk_UA
checkout.step.summary.overview,Огляд,uk_UA
checkout.step.summary.sub_total,"Сума замовлення",uk_UA
checkout.step.summary.grand_total,"Загальна сума",uk_UA
checkout.step.summary.payment,Оплата,uk_UA
checkout.step.summary.shipping,Доставка,uk_UA
checkout.step.summary.tax,Податок,uk_UA
checkout.step.summary.total,"Завершити оформлення замовлення",uk_UA
checkout.step.summary.shipment_costs_total,"Вартість доставки (загальна)",uk_UA
checkout.step.summary.delivery_method,"Спосіб доставки",uk_UA
checkout.step.summary.requested_delivery_date,"Бажана дата доставки",uk_UA
checkout.step.summary.delivery_address,"Адреса доставки",uk_UA
checkout.step.summary.products,Продукти,uk_UA
checkout.step.place.order,"Підтвердіть ваше замовлення",uk_UA
checkout.step.payment.must_be_older_than_18_years,"Вам повинно бути щонайменше 18 років.",uk_UA
checkout.step.success.title,Дякую.,uk_UA
checkout.step.success.text,"Ваше замовлення було успішно оформлено. Ви отримаєте електронного листа з підтвердженням замовлення за кілька хвилин. Ви можете перевірити та відстежувати своє замовлення в особистому кабінеті.",uk_UA
checkout.step.success.link,"Перейти до ""Мій обліковий запис""",uk_UA
checkout.step.error.title,"Ваше замовлення не було оформлено.",uk_UA
checkout.step.error.text,"Щось пішло не так. Вибачте.",uk_UA
checkout.step.summary.billing_address,"Адреса платника",uk_UA
customer.password.change.success,"Зміна пароля успішно виконана",uk_UA
customer.newsletter.subscribed,"Підписка на розсилку успішно оформлена",uk_UA
dynamic_entity.validation.invalid_data_format,"Недійсний або відсутній формат даних. Будь ласка, переконайтеся, що дані надані у правильному форматі. Приклад запиту: {'data':[{...},{...},..]}",uk_UA
dynamic_entity.validation.persistence_failed,"Не вдалося зберегти дані для `%errorPath%`. Будь ласка, перевірте надані дані та спробуйте ще раз.",uk_UA
dynamic_entity.validation.persistence_failed_duplicate_entry,"Не вдалося зберегти дані для `%errorPath%`. Будь ласка, перевірте надані дані та спробуйте ще раз. Запис дублюється.",uk_UA
dynamic_entity.validation.persistence_failed_not_nullable_field,"Не вдалося зберегти дані для `%errorPath%`. Будь ласка, перевірте надані дані та спробуйте ще раз. Поле не повинно бути порожнім.",uk_UA
dynamic_entity.validation.delete_foreign_key_constraint_fails,"Не вдалося видалити дані для `%errorPath%`. Сутність має дочірню сутність і не може бути видалена. Дочірня сутність: `%childEntity%`.",uk_UA
dynamic_entity.validation.entity_does_not_exist,"Сутність `%errorPath%` не може бути знайдена в базі даних.",uk_UA
dynamic_entity.validation.invalid_field_type,"Недійсний тип даних `%errorPath%` для поля `%fieldName%`",uk_UA
dynamic_entity.validation.invalid_field_value,"Недійсне значення даних `%errorPath%` для поля: `%fieldName%`. Правила поля: %validationRules%",uk_UA
dynamic_entity.validation.required_field_is_missing,"Поле, обов'язкове для заповнення, не може бути порожнім. Поле: `%errorPath%.%fieldName%`",uk_UA
dynamic_entity.validation.entity_not_found_or_identifier_is_not_creatable,"Сутність `%errorPath%.%identifier%` не знайдена за ідентифікатором, і новий ідентифікатор не може бути збережений. Будь ласка, оновіть запит.",uk_UA
dynamic_entity.validation.modification_of_immutable_field_prohibited,"Зміна незмінного поля `%errorPath%.%fieldName%` заборонена",uk_UA
dynamic_entity.validation.missing_identifier,"Неповний запит - відсутній ідентифікатор для `%errorPath%`",uk_UA
dynamic_entity.validation.provided_field_is_invalid,"Наданий шлях помилковий або недійсний: `%errorPath%.%fieldName%`.",uk_UA
dynamic_entity.validation.relation_is_not_editable,"Відношення `%relationName%` не можна редагувати через конфігурацію.",uk_UA
dynamic_entity.validation.relation_not_found,"Відношення `%relationName%` не знайдено. Будь ласка, перевірте запитане ім'я відношення та спробуйте ще раз.",uk_UA
dynamic_entity.validation.configuration_not_found,"Динамічна конфігурація сутності для псевдоніма таблиці `%aliasName%` не знайдена.",uk_UA
dynamic_entity.validation.filter_field_not_found,"Поле фільтрації `%filterField%` для псевдоніма таблиці `%aliasName%` не знайдено.",uk_UA
dynamic_entity.validation.invalid_url,"URL недійсний. Поле `%fieldName%` `%errorPath%` повинно мати формат даних URL.",uk_UA
dynamic_entity.validation.method_not_allowed,"Метод не дозволений для сутності `%aliasName%`.",uk_UA
validator.constraints.password.do_not_match,"Паролі не співпадають",uk_UA
discount.successfully.applied,"Знижка ""%display_name%"" була успішно застосована",uk_UA
discount.quote_change.discount.not_available,"Знижки, які ви обрали для наступних товарів за артикулами, більше недоступні.",uk_UA
